Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoria,Provincia,Departamento,Localidad,Título,Domicilio,CP,Web,E-Mail,Latitud,Longitud,Tipo_latitudlongitud,Fuente,tipo_gestion,Modalidad,Universidad,Facultad,Duración,Tipo de Duración,Nivel,Id Titulo,Vigencia,Temática,Año_actualizacion
74056150,74,74056,,Carreras Universitarias Culturales,San Luis,La Capital,San Luis,Locutor Nacional,Avda. Ejercito de los Andes 950 1º Edificio Rectorado - Sector -B,5700,http://humanas.unsl.edu.ar,areaingh@unsl.edu.ar,-33.2921225,-66.3395422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad San Luis,Facultad de Ciencias Humanas,3,Años,Pregrado,546,No Vigente con Actividad,Medios,2020
74056150,74,74056,,Carreras Universitarias Culturales,San Luis,La Capital,San Luis,Locutor Nacional Universitario,Avda. Ejercito de los Andes 950 1º Edificio Rectorado - Sector -B,5700,http://humanas.unsl.edu.ar,areaingh@unsl.edu.ar,-33.2921225,-66.3395422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad San Luis,Facultad de Ciencias Humanas,3,Años,Pregrado,6580,No Vigente con Actividad,Medios,2020
74056150,74,74056,,Carreras Universitarias Culturales,San Luis,La Capital,San Luis,Locutor Nacional Universitario - T.I.,Avda. Ejercito de los Andes 950 1º Edificio Rectorado - Sector -B,5700,http://humanas.unsl.edu.ar,areaingh@unsl.edu.ar,-33.2921225,-66.3395422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad San Luis,Facultad de Ciencias Humanas,2,Años,Pregrado,12318,Vigente,Medios,2020
74056150,74,74056,,Carreras Universitarias Culturales,San Luis,La Capital,San Luis,Magister en Comunicación Institucional,Avda. Ejercito de los Andes 950 1º Edificio Rectorado - Sector -B,5700,http://humanas.unsl.edu.ar,areaingh@unsl.edu.ar,-33.2921225,-66.3395422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad San Luis,Facultad de Ciencias Humanas,2,Años,Posgrado,2632,Vigente,Medios,2020
74056150,74,74056,,Carreras Universitarias Culturales,San Luis,La Capital,San Luis,Periodista Universitario T.I.,Avda. Ejercito de los Andes 950 1º Edificio Rectorado - Sector -B,5700,http://humanas.unsl.edu.ar,areaingh@unsl.edu.ar,-33.2921225,-66.3395422,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad San Luis,Facultad de Ciencias Humanas,2,Años,Pregrado,12319,Vigente,Medios,2020
74035070,74,74035,,Carreras Universitarias Culturales,San Luis,General Pedernera,Villa Mercedes,Técnico Universitario en Diseño de Comunicación,Las Heras 383  ,5730,www.unvime.edu.ar,evaluacionyacreditacion@unvime.edu.ar,-33.6851301,-65.4694665,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Villa Mercedes,Escuela de Gestion de Empresas y Economia,3,Años,Pregrado,11840,No Vigente con Actividad,Medios,2020
78014010,78,78014,,Carreras Universitarias Culturales,Santa Cruz,Deseado,Caleta Olivia,Licenciado en Comunicación Audiovisual,RUTA NACIONAL 3 - ACC. NORTE s/n 1 Deseado,9011,http://www.uaco.unpa.edu.ar/,wmaster@unpa.edu.ar,-46.4335466,-67.5207393,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,4,Años,Grado,3454,No Vigente con Actividad,Artes Audiovisuales,2020
78021040,78,78021,,Carreras Universitarias Culturales,Santa Cruz,Guer Aike,Rio Gallegos,Licenciado en Letras,LISANDRO DE LA TORRE 1070  Güer Aike,9400,http://www.unpa.edu.ar/,wmaster@unpa.edu.ar,-51.6220984,-69.2549960,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,4,Años,Grado,650,Vigente,Letras,2020
78021040,78,78021,,Carreras Universitarias Culturales,Santa Cruz,Guer Aike,Rio Gallegos,Profesor en Letras,LISANDRO DE LA TORRE 1070  Güer Aike,9400,http://www.unpa.edu.ar/,wmaster@unpa.edu.ar,-51.6220984,-69.2549960,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,4,Años,Grado,661,Vigente,Letras,2020
78021040,78,78021,,Carreras Universitarias Culturales,Santa Cruz,Guer Aike,Rio Gallegos,Licenciado en Comunicación Social,LISANDRO DE LA TORRE 1070  Güer Aike,9400,http://www.unpa.edu.ar/,wmaster@unpa.edu.ar,-51.6220984,-69.2549960,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,9,Cuatrimestres,Grado,538,Vigente,Medios,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Arquitecto,Saavedra 472  ,2302,www.ucsf.edu.ar,rafaela@ucsf.edu.ar,-31.2571894,-61.4910595,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Católica de Santa Fe,Facultad de Arquitectura - Rafaela,5,Años,GRADO,118,Vigente,Arquitectura,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Licenciado en Diseño Industrial,Boulevar Roca 989  ,2302,www.unraf.edu.ar,jorgerodriguez@unraf.edu.ar,-31.2509147,-61.5023059,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rafaela,Secretaría Académica,5,Años,Grado,6903,Vigente,Diseño,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Técnico Universitario en Diseño Industrial,Acuña 49  ,2302,www.frra.utn.edu.ar,utnrafaela@frra.utn.edu.ar,-31.2478787,-61.4710920,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Tecnológica Nacional,Facultad Regional Rafaela,3,Años,Pregrado,7304,Vigente,Diseño,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Licenciado en Diseño de la Comunicación Visual,Boulevard Hipólito Irigoyen 1502  ,2302,http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm,secextension@ucse.edu.ar,-31.2666711,-61.4951110,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,4,Años,Grado,5683,Vigente,Diseño,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Técnico Universitario en Decoración de Interiores,Boulevard Hipólito Irigoyen 1502  ,2302,http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm,secextension@ucse.edu.ar,-31.2666711,-61.4951110,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,5,Semestres,Pregrado,11387,Vigente,Diseño,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Técnico Universitario en Diseño Gráfico,Boulevard Hipólito Irigoyen 1502  ,2302,http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm,secextension@ucse.edu.ar,-31.2666711,-61.4951110,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,3,Años,Pregrado,6496,Vigente,Diseño,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Licenciado en Medios Audiovisuales y Digitales,Boulevar Roca 989  ,2302,www.unraf.edu.ar,jorgerodriguez@unraf.edu.ar,-31.2509147,-61.5023059,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rafaela,Secretaría Académica,5,Años,Grado,13713,Vigente,Artes Audiovisuales,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Técnico Universitario en Producción Audiovisual,Boulevard Hipólito Irigoyen 1502  ,2302,http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm,secextension@ucse.edu.ar,-31.2666711,-61.4951110,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,3,Años,Pregrado,6545,Vigente,Artes Audiovisuales,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Licenciado en Comunicación Social,Boulevard Hipólito Irigoyen 1502  ,2302,http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm,secextension@ucse.edu.ar,-31.2666711,-61.4951110,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,4,Años,Grado,538,Vigente,Medios,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Técnico Universitario en Periodismo,Boulevard Hipólito Irigoyen 1502  ,2302,http://www.ucse.edu.ar/web/rafaela/sede_rafaela.htm,secextension@ucse.edu.ar,-31.2666711,-61.4951110,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica de Santiago del Estero,Departamento Académico Rafaela,3,Años,Pregrado,570,Vigente,Medios,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Licenciado en Comunicación Social,25 de Mayo 906  Centro de Informes,2302,www.uces.edu.ar,rafaela@uces.edu.ar,-31.2438952,-61.4905676,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Ciencias Empresariales y Sociales,UCES Rafaela,4,Años,Grado,538,Vigente,Medios,2020
82021310,82,82021,,Carreras Universitarias Culturales,Santa Fe,Castellanos,Rafaela,Técnico Universitario en Comunicación Social,25 de Mayo 906  Centro de Informes,2302,www.uces.edu.ar,rafaela@uces.edu.ar,-31.2438952,-61.4905676,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Ciencias Empresariales y Sociales,UCES Rafaela,3,Años,Pregrado,569,Vigente,Medios,2020
82049180,82,82049,,Carreras Universitarias Culturales,Santa Fe,General Obligado,Reconquista,Licenciado en Comunicación Social,Chacabuco 1177  ,3560,www.uces.edu.ar,reconquista@uces.edu.ar,-29.1499841,-59.6406030,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Ciencias Empresariales y Sociales,UCES Reconquista,4,Años,Grado,538,Vigente,Medios,2020
82049180,82,82049,,Carreras Universitarias Culturales,Santa Fe,General Obligado,Reconquista,Técnico Universitario en Comunicación Social,Chacabuco 1177  ,3560,www.uces.edu.ar,reconquista@uces.edu.ar,-29.1499841,-59.6406030,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Ciencias Empresariales y Sociales,UCES Reconquista,3,Años,Pregrado,569,Vigente,Medios,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Auxiliar de Taller en Bellas Artes -título intermedio de la carrera de Licenciatura en Bellas Artes-,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,3,Años,Pregrado,13429,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Auxiliar de Taller en Bellas Artes -título intermedio de la carrera de Profesorado en Bellas Artes-,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,3,Años,Pregrado,13428,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Doctor en Humanidades y Artes - Mención Bellas Artes,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Posgrado,2430,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Artes Plásticas - Ciclo de Licenciatura,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,3,Años,Grado,6463,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Bellas Artes,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,845,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Educación Artística con mención en Bellas Artes,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,4,Años,Posgrado,6197,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Profesor en Bellas Artes,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,5333,Vigente,Artes Plásticas,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Bachiller Universitario con mención en Letras -título intermedio de la carrera de Licenciado en Letras-,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,3,Años,Pregrado,13425,No Vigente con Actividad,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Bachiller Universitario con mención en Letras -título intermedio de la carrera de Profesor en Letras-,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,2,Años,Pregrado,13424,No Vigente con Actividad,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Doctor en Humanidades y Artes - Mención Lingüística,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Posgrado,2925,No Vigente con Actividad,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Doctor en Humanidades y Artes - Mención Literatura,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Posgrado,2431,No Vigente con Actividad,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Letras,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,650,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Enseñanza de la Lengua y la Literatura,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,4,Años,Posgrado,2432,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Lectura y Escritura,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,4,Años,Posgrado,6374,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Literatura Argentina,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,4,Años,Posgrado,5244,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Literatura para Niños,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,2,Años,Posgrado,5245,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Teoría Lingüística y Adquisición del Lenguaje,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,4,Años,Posgrado,1548,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Magister en Teoría y Metodología de la Investigación Literaria,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,4,Años,Posgrado,7640,No Vigente con Actividad,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Profesor en Letras,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,661,Vigente,Letras,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Cantante,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,3,Años,Pregrado,5286,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Doctor en Humanidades y Artes - Mención Música,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Posgrado,2084,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Guitarrista,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,3,Años,Pregrado,5305,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Clarinete,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,2118,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Composición,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,900,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Contrabajo,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,4309,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Dirección Coral,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,5329,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Educación Musical,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,903,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Fagot,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,4325,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Flauta,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,2119,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Guitarra,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,904,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Oboe,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,2126,Vigente,Música,2020
82084270,82,82084,,Carreras Universitarias Culturales,Santa Fe,Rosario,Rosario,Licenciado en Órgano,Entre Ríos 758  ,2000,www.fhumyar.unr.edu.ar,estud-hum@unr.edu.ar,-32.9454920,-60.6409300,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Rosario,Facultad de Humanidades y Artes,5,Años,Grado,5289,Vigente,Música,2020
